2,0.200000,2,3,0.000000,0.000000,63.652889,NaN,60.000000
1,0.200000,2,1,0.000000,0.000000,56.372551,NaN,52.474251
3,0.200000,3,4,0.000000,0.000000,35.388138,43.637218,42.529121
0,0.200000,1,0,0.000000,0.000000,57.787834,NaN,57.577248
2,0.400000,2,3,-0.245724,0.277672,59.713688,NaN,59.416321
1,0.400000,2,1,-0.245724,0.151273,54.527481,NaN,53.303802
3,0.400000,3,4,0.277672,0.000000,45.005329,42.608639,43.939880
0,0.400000,1,0,0.151273,0.000001,56.520260,NaN,57.369980
2,0.600000,2,3,-0.514346,0.577672,59.053200,59.437168,58.744484
1,0.600000,2,1,-0.514346,0.151274,56.798954,49.412395,53.831184
3,0.600000,3,4,0.577672,0.000000,45.759357,46.219749,45.282722
0,0.600000,1,0,0.151274,0.000001,61.345654,55.286011,57.369980
2,0.800000,2,3,-0.514346,0.873838,57.892586,59.508663,58.377365
1,0.800000,2,1,-0.514346,0.311482,51.118099,50.666676,54.133942
3,0.800000,3,4,0.873838,0.000000,48.560440,46.189285,46.463192
0,0.800000,1,0,0.311482,0.000001,50.566017,57.936474,57.146065
2,1.000000,2,3,-0.514346,1.106802,59.429897,57.023891,58.079613
1,1.000000,2,1,-0.514346,0.311483,54.601696,51.196819,54.133942
3,1.000000,3,4,1.106802,0.000000,46.283424,46.456169,47.309235
0,1.000000,1,0,0.311483,0.000002,56.114914,58.463669,57.146065
2,1.200000,2,3,-0.645727,1.218488,59.259632,56.946747,57.759987
1,1.200000,2,1,-0.645727,0.311483,53.335609,51.972160,54.376072
3,1.200000,3,4,1.218488,0.000000,45.304779,47.655190,47.692600
0,1.200000,1,0,0.311483,0.000002,54.245342,58.292088,57.146065
2,1.400000,2,3,-0.645726,1.372736,56.936497,57.763554,57.552162
1,1.400000,2,1,-0.645726,0.452131,49.576988,52.860233,54.629433
3,1.400000,3,4,1.372736,0.000000,48.358078,46.380424,48.200745
0,1.400000,1,0,0.452131,0.000002,54.261517,58.521317,56.945610
2,1.600000,2,3,-0.645726,1.581856,52.934563,57.049843,57.263905
1,1.600000,2,1,-0.645726,0.452131,50.846279,53.421650,54.629433
3,1.600000,3,4,1.581856,0.000000,52.213013,47.955997,48.853752
0,1.600000,1,0,0.452131,0.000003,62.729904,57.776859,56.945610
2,1.800000,2,3,-0.645726,1.820922,56.831173,56.330917,56.924706
1,1.800000,2,1,-0.645726,0.606815,53.390324,53.957767,54.901413
3,1.800000,3,4,1.820922,0.000000,51.739731,48.870399,49.555126
0,1.800000,1,0,0.606815,0.000003,57.661232,57.637257,56.720795
2,2.000000,2,3,-0.645725,2.042153,59.929016,55.295589,56.601086
1,2.000000,2,1,-0.645725,0.606815,50.680252,55.093384,54.901413
3,2.000000,3,4,2.042153,0.000000,51.037674,49.398685,50.166145
0,2.000000,1,0,0.606815,0.000004,54.763813,57.112942,56.720795
2,2.200000,2,3,-0.645725,2.042154,51.786152,54.681217,56.601086
1,2.200000,2,1,-0.645725,0.606816,57.255882,54.867519,54.901413
3,2.200000,3,4,2.042154,0.000000,52.078556,50.258305,50.166145
0,2.200000,1,0,0.606816,0.000004,53.859653,56.799957,56.720795
2,2.400000,2,3,-0.749508,2.042154,52.726185,54.510040,56.445877
1,2.400000,2,1,-0.749508,0.606816,49.807522,54.306786,55.080151
3,2.400000,3,4,2.042154,0.000000,51.666264,49.499660,50.166145
0,2.400000,1,0,0.606816,0.000004,56.623901,57.163757,56.720795
2,2.600000,2,3,-0.749508,2.153305,51.231384,54.399841,56.277157
1,2.600000,2,1,-0.749508,0.606816,55.451611,54.813072,55.080151
3,2.600000,3,4,2.153305,0.000000,47.963428,49.588902,50.460629
0,2.600000,1,0,0.606816,0.000005,53.910866,56.306145,56.720795
2,2.800000,2,3,-0.749507,2.285682,54.814457,54.650196,56.072731
1,2.800000,2,1,-0.749507,0.606817,53.737587,55.133896,55.080151
3,2.800000,3,4,2.285682,0.000000,49.699509,51.548428,50.801231
0,2.800000,1,0,0.606817,0.000005,57.586536,56.645206,56.720795
2,3.000000,2,3,-0.749507,2.396919,59.843052,54.692291,55.897926
1,3.000000,2,1,-0.749507,0.606817,55.493168,55.272278,55.080151
3,3.000000,3,4,2.396919,0.000000,53.915817,49.966328,51.079407
0,3.000000,1,0,0.606817,0.000005,52.121029,56.046547,56.720795
2,3.200000,2,3,-0.749507,2.559738,54.492840,54.638397,55.636879
1,3.200000,2,1,-0.749507,0.606817,51.369713,54.831898,55.080151
3,3.200000,3,4,2.559738,0.000000,51.585468,50.325573,51.474144
0,3.200000,1,0,0.606817,0.000006,56.838097,55.983685,56.720795
2,3.400000,2,3,-0.749506,2.747076,51.381439,55.108475,55.328541
1,3.400000,2,1,-0.749506,0.751251,55.904224,54.675213,55.324097
3,3.400000,3,4,2.747076,0.000000,46.806496,51.468479,51.911255
0,3.400000,1,0,0.751251,0.000006,57.815830,55.909130,56.506584
2,3.600000,2,3,-0.749506,2.875526,58.770161,55.657337,55.111950
1,3.600000,2,1,-0.749506,0.751251,61.159805,54.963715,55.324097
3,3.600000,3,4,2.875526,0.000000,57.427048,52.609455,52.201103
0,3.600000,1,0,0.751251,0.000006,54.745487,55.099178,56.506584
2,3.800000,2,3,-0.749506,3.023930,54.453465,54.915127,54.856213
1,3.800000,2,1,-0.749506,0.751252,56.173634,54.686573,55.324097
3,3.800000,3,4,3.023930,0.000000,48.097805,51.073200,52.526623
0,3.800000,1,0,0.751252,0.000007,54.026939,54.950268,56.506584
2,4.000000,2,3,-0.749505,3.023930,54.748325,54.502251,54.856213
1,4.000000,2,1,-0.749505,0.751252,49.564762,54.465096,55.324097
3,4.000000,3,4,3.023930,0.000000,51.733765,52.310867,52.526623
0,4.000000,1,0,0.751252,0.000007,57.487373,55.673038,56.506584
2,4.200000,2,3,-0.749505,3.023930,54.832802,53.991768,54.856213
1,4.200000,2,1,-0.749505,0.751252,59.137226,54.363297,55.324097
3,4.200000,3,4,3.023930,0.000000,57.469151,54.306122,52.526627
0,4.200000,1,0,0.751252,0.000007,57.863293,55.265953,56.506584
2,4.400000,2,3,-0.749505,3.023931,55.109425,53.945873,54.856213
1,4.400000,2,1,-0.749505,0.897255,51.095306,53.928249,55.565247
3,4.400000,3,4,3.023931,0.000000,49.277554,52.119751,52.526627
0,4.400000,1,0,0.897255,0.000008,53.994907,55.305294,56.285667
2,4.600000,2,3,-0.749504,3.023931,54.019775,54.484165,54.856213
1,4.600000,2,1,-0.749504,1.049037,56.752380,54.271664,55.810394
3,4.600000,3,4,3.023931,0.000000,50.708614,52.628719,52.526627
0,4.600000,1,0,1.049037,0.000008,55.468018,54.932518,56.051136
2,4.800000,2,3,-0.979992,3.190068,56.830830,53.137199,54.141602
1,4.800000,2,1,-0.979992,1.049038,51.023357,54.704845,56.172386
3,4.800000,3,4,3.190068,0.000000,54.665684,54.405506,52.879829
0,4.800000,1,0,1.049038,0.000008,51.228416,54.562912,56.051136
2,5.000000,2,3,-0.979992,3.190068,54.177540,53.031101,54.141602
1,5.000000,2,1,-0.979992,1.049038,57.436592,56.019196,56.172386
3,5.000000,3,4,3.190068,0.000000,55.041786,52.644417,52.879829
0,5.000000,1,0,1.049038,0.000009,57.098419,54.802315,56.051136
2,5.200000,2,3,-0.979991,3.190069,56.638088,52.936440,54.141602
1,5.200000,2,1,-0.979991,0.939792,56.959293,56.317802,56.002312
3,5.200000,3,4,3.190069,0.000000,56.665848,51.226788,52.879829
0,5.200000,1,0,0.939792,0.000009,54.952648,55.536674,56.220451
2,5.400000,2,3,-0.818311,3.319003,54.496468,52.920174,54.202415
1,5.400000,2,1,-0.818311,1.164062,59.538212,56.669323,56.100075
3,5.400000,3,4,3.319003,0.000000,50.498981,53.674187,53.146233
0,5.400000,1,0,1.164062,0.000010,54.156033,55.464394,55.869968
2,5.600000,2,3,-0.818311,3.319003,52.568501,52.927910,54.202415
1,5.600000,2,1,-0.818311,1.328243,60.336319,56.188259,56.352417
3,5.600000,3,4,3.319003,0.000000,48.882950,52.079315,53.146233
0,5.600000,1,0,1.328243,0.000010,60.346481,54.435390,55.606018
2,5.800000,2,3,-0.818311,3.446454,50.720154,53.134075,53.963783
1,5.800000,2,1,-0.818311,1.328244,59.449306,55.903790,56.352417
3,5.800000,3,4,3.446454,0.000000,52.547943,53.585682,53.403301
0,5.800000,1,0,1.328244,0.000010,57.386860,54.351761,55.606018
2,6.000000,2,3,-0.661779,3.271880,51.371964,53.897369,54.573170
1,6.000000,2,1,-0.661779,1.328244,54.310600,56.202763,56.111965
3,6.000000,3,4,3.271880,0.000000,57.371353,53.548260,53.049622
0,6.000000,1,0,1.328244,0.000011,51.473244,54.268066,55.606018
2,6.200000,2,3,-0.841339,3.271881,58.192623,54.245075,54.246948
1,6.200000,2,1,-0.841339,1.328244,53.925461,55.671413,56.387344
3,6.200000,3,4,3.271881,0.000000,57.952965,53.463192,53.049622
0,6.200000,1,0,1.328244,0.000011,54.214577,54.130650,55.606018
2,6.400000,2,3,-0.841338,3.271881,58.895561,55.129768,54.246948
1,6.400000,2,1,-0.841338,1.328245,57.865013,56.522625,56.387344
3,6.400000,3,4,3.271881,0.000000,57.189236,53.025101,53.049625
0,6.400000,1,0,1.328245,0.000011,54.686520,54.394371,55.606018
2,6.600000,2,3,-0.841338,3.271881,51.648628,54.586113,54.246948
1,6.600000,2,1,-0.841338,1.328245,55.820297,56.275692,56.387344
3,6.600000,3,4,3.271881,0.000000,52.424519,52.978241,53.049625
0,6.600000,1,0,1.328245,0.000012,52.749821,54.003490,55.606018
2,6.800000,2,3,-0.729856,3.271882,56.159161,54.215633,54.450638
1,6.800000,2,1,-0.729856,1.328246,55.528358,55.753876,56.217197
3,6.800000,3,4,3.271882,0.000000,47.029346,52.706738,53.049625
0,6.800000,1,0,1.328246,0.000012,53.489422,54.298290,55.606018
2,7.000000,2,3,-0.881062,3.138883,53.689270,53.865685,54.417633
1,7.000000,2,1,-0.881062,1.328246,54.573761,55.332668,56.447338
3,7.000000,3,4,3.138883,0.000000,57.950420,52.814098,52.772228
0,7.000000,1,0,1.328246,0.000012,56.485775,54.389801,55.606018
2,7.200000,2,3,-0.708120,3.138883,53.768913,53.953453,54.727165
1,7.200000,2,1,-0.708120,1.328246,57.916302,55.778275,56.183712
3,7.200000,3,4,3.138883,0.000000,54.289604,52.968781,52.772232
0,7.200000,1,0,1.328246,0.000013,56.116554,54.179657,55.606018
2,7.400000,2,3,-0.708120,3.138883,54.830784,54.902908,54.727165
1,7.400000,2,1,-0.708120,1.328247,50.309769,55.806042,56.183712
3,7.400000,3,4,3.138883,0.000000,53.449131,52.909798,52.772232
0,7.400000,1,0,1.328247,0.000013,53.900757,54.739227,55.606018
2,7.600000,2,3,-0.820733,3.138884,58.748653,54.488560,54.526611
1,7.600000,2,1,-0.820733,1.328247,51.417973,55.250874,56.356102
3,7.600000,3,4,3.138884,0.000000,54.556080,52.931702,52.772232
0,7.600000,1,0,1.328247,0.000013,53.345360,54.867630,55.606018
2,7.800000,2,3,-0.820732,3.337200,54.704758,53.976727,54.164165
1,7.800000,2,1,-0.820732,1.328247,57.782310,56.332359,56.356102
3,7.800000,3,4,3.337200,0.000000,52.052666,52.383827,53.183311
0,7.800000,1,0,1.328247,0.000014,58.601097,54.554665,55.606018
2,8.000000,2,3,-0.820732,3.337200,49.753143,53.319328,54.164165
1,8.000000,2,1,-0.820732,1.328248,56.654175,56.136837,56.356102
3,8.000000,3,4,3.337200,0.000000,57.544594,53.590298,53.183311
0,8.000000,1,0,1.328248,0.000014,59.616711,54.596775,55.606018
2,8.200000,2,3,-0.820732,3.337201,56.294930,52.669888,54.164165
1,8.200000,2,1,-0.820732,1.328248,55.055595,56.267063,56.356102
3,8.200000,3,4,3.337201,0.000000,51.715603,53.579052,53.183311
0,8.200000,1,0,1.328248,0.000015,55.327858,54.319698,55.606018
2,8.400000,2,3,-0.820731,3.337201,55.723629,52.330257,54.164165
1,8.400000,2,1,-0.820731,1.328248,56.749550,56.280285,56.356102
3,8.400000,3,4,3.337201,0.000000,49.381985,53.420322,53.183311
0,8.400000,1,0,1.328248,0.000015,53.080891,55.152473,55.606018
2,8.600000,2,3,-0.684635,3.337202,52.330082,53.299122,54.414192
1,8.600000,2,1,-0.684635,1.162837,58.709652,55.662716,55.888260
3,8.600000,3,4,3.337202,0.000000,54.254002,53.508362,53.183311
0,8.600000,1,0,1.162837,0.000015,56.057522,55.458767,55.871925
2,8.800000,2,3,-0.684635,3.447272,57.494564,53.489910,54.212425
1,8.800000,2,1,-0.684635,1.162838,52.465908,54.682495,55.888260
3,8.800000,3,4,3.447272,0.000000,55.775829,54.747967,53.404930
0,8.800000,1,0,1.162838,0.000016,57.037304,56.400398,55.871925
2,9.000000,2,3,-0.684635,3.447272,50.191826,53.502731,54.212425
1,9.000000,2,1,-0.684635,1.162838,54.422668,54.963989,55.888260
3,9.000000,3,4,3.447272,0.000000,53.942410,54.133476,53.404930
0,9.000000,1,0,1.162838,0.000016,58.496452,56.353558,55.871925
2,9.200000,2,3,-0.684634,3.447273,54.712948,53.453373,54.212425
1,9.200000,2,1,-0.684634,1.162838,61.070869,54.600986,55.888260
3,9.200000,3,4,3.447273,0.000000,53.824005,52.318897,53.404930
0,9.200000,1,0,1.162838,0.000016,56.061016,56.543804,55.871925
2,9.400000,2,3,-0.684634,3.447273,57.554932,54.005703,54.212425
1,9.400000,2,1,-0.684634,1.162839,60.536690,54.908764,55.888260
3,9.400000,3,4,3.447273,0.000000,56.788467,51.667404,53.404930
0,9.400000,1,0,1.162839,0.000017,60.618046,56.214970,55.871925
2,9.600000,2,3,-0.533116,3.447273,51.035183,54.265774,54.489212
1,9.600000,2,1,-0.533116,1.269781,57.213642,54.908833,55.817345
3,9.600000,3,4,3.447273,0.000000,50.460949,53.404816,53.404934
0,9.600000,1,0,1.269781,0.000017,56.089165,56.220818,55.700760
2,9.800000,2,3,-0.533116,3.447273,53.937180,54.725063,54.489212
1,9.800000,2,1,-0.533116,1.269781,54.908379,55.111885,55.817345
3,9.800000,3,4,3.447273,0.000000,53.568401,53.450199,53.404934
0,9.800000,1,0,1.269781,0.000017,56.111034,56.376923,55.700760
2,10.000000,2,3,-0.374954,3.447274,54.628933,55.356651,54.770798
1,10.000000,2,1,-0.374954,1.269781,55.479176,55.128712,55.561943
3,10.000000,3,4,3.447274,0.000000,56.181763,54.530460,53.404938
0,10.000000,1,0,1.269781,0.000018,56.396126,56.528416,55.700760
2,10.200000,2,3,-0.160744,3.447274,54.042557,55.406227,55.140888
1,10.200000,2,1,-0.160744,1.269782,58.039787,55.138985,55.206161
3,10.200000,3,4,3.447274,0.000000,51.964142,52.967697,53.404938
0,10.200000,1,0,1.269782,0.000018,54.964890,56.586517,55.700760
2,10.400000,2,3,-0.276830,3.586967,52.218452,55.714058,54.697495
1,10.400000,2,1,-0.276830,1.269782,52.088741,55.138714,55.400414
3,10.400000,3,4,3.586967,0.000000,58.384773,52.959595,53.679832
0,10.400000,1,0,1.269782,0.000018,51.474598,56.384983,55.700760
2,10.600000,2,3,-0.276830,3.729279,57.871006,55.081371,54.442719
1,10.600000,2,1,-0.276830,1.101558,57.421345,55.093628,55.117775
3,10.600000,3,4,3.729279,0.000000,54.482746,53.739162,53.952911
0,10.600000,1,0,1.101558,0.000019,57.238094,55.727062,55.968803
2,10.800000,2,3,-0.276830,3.894208,55.677929,54.718700,54.139782
1,10.800000,2,1,-0.276830,1.101558,56.961548,55.439503,55.117775
3,10.800000,3,4,3.894208,0.000000,58.884907,54.304474,54.261024
0,10.800000,1,0,1.101558,0.000019,55.843670,56.260509,55.968803
2,11.000000,2,3,-0.276829,3.894208,55.457531,54.150784,54.139782
1,11.000000,2,1,-0.276829,1.101559,56.030754,55.540264,55.117775
3,11.000000,3,4,3.894208,0.000000,48.313969,55.867760,54.261024
0,11.000000,1,0,1.101559,0.000019,58.322124,56.194138,55.968803
2,11.200000,2,3,-0.276829,3.894208,50.322063,53.303646,54.139782
1,11.200000,2,1,-0.276829,1.101559,52.658180,55.315479,55.117775
3,11.200000,3,4,3.894208,0.000000,51.642754,53.182095,54.261024
0,11.200000,1,0,1.101559,0.000020,54.276932,56.273941,55.968803
2,11.400000,2,3,-0.276829,3.894209,56.124771,53.386631,54.139782
1,11.400000,2,1,-0.276829,0.898191,55.149479,55.324078,54.765961
3,11.400000,3,4,3.894209,0.000000,50.616405,54.445118,54.261024
0,11.400000,1,0,0.898191,0.000020,59.871639,56.291187,56.284256
2,11.600000,2,3,-0.276828,3.894209,53.098419,53.636993,54.139782
1,11.600000,2,1,-0.276828,0.898191,55.596729,55.035927,54.765961
3,11.600000,3,4,3.894209,0.000000,57.696220,55.427944,54.261024
0,11.600000,1,0,0.898191,0.000021,58.543438,56.772686,56.284256
2,11.800000,2,3,-0.276828,3.894209,58.695290,53.541840,54.139782
1,11.800000,2,1,-0.276828,0.898191,55.640320,54.748886,54.765961
3,11.800000,3,4,3.894209,0.000000,53.802841,54.843422,54.261024
0,11.800000,1,0,0.898191,0.000021,54.497971,56.575897,56.284256
2,12.000000,2,3,-0.276828,3.721426,50.826462,53.184639,54.456940
1,12.000000,2,1,-0.276828,0.898192,54.198608,55.434559,54.765961
3,12.000000,3,4,3.721426,0.000000,54.066040,53.086411,53.938019
0,12.000000,1,0,0.898192,0.000021,57.414726,56.767128,56.284256
2,12.200000,2,3,-0.276827,3.721426,56.907730,53.846485,54.456940
1,12.200000,2,1,-0.276827,0.898192,54.669975,55.459736,54.765961
3,12.200000,3,4,3.721426,0.000000,59.436386,53.384918,53.938019
0,12.200000,1,0,0.898192,0.000022,58.512390,56.926350,56.284256
2,12.400000,2,3,-0.276827,3.721426,50.035526,54.236721,54.456940
1,12.400000,2,1,-0.276827,0.898193,52.887184,55.101322,54.765961
3,12.400000,3,4,3.721426,0.000000,58.488983,52.965477,53.938019
0,12.400000,1,0,0.898193,0.000022,59.478043,56.820290,56.284256
2,12.600000,2,3,-0.276826,3.721427,49.466255,53.944267,54.456940
1,12.600000,2,1,-0.276826,1.022212,58.527088,55.595425,54.981857
3,12.600000,3,4,3.721427,0.000000,59.421547,54.846252,53.938019
